;;Simulation Recettes Vignettes  taux d’occupation fixé au minimum de 10%  (BASE ANNEE 2013) ;;;;;;;;;;;
;;;;;;;;REALISATION 2013;;;;;
1;;REGION ;CAT;NBRE CH;VT;NOM DE L'ETABLISSEMENT;MOIS ;Montant VT part ONTM 50%;;;;;
72;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;JUILLET 2013;3 000,00;;;;;
73;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;SEPTEMBRE 2013;4 000,00;;;;;
74;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;OCTOBRE 2013;4 000,00;;;;;
75;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;NOVEMBRE 2013;3 000,00;;;;;
76;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;AOUT 2013;5 000,00;;;;;
77;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;DECEMBRE 2013;4 000,00;;;;;
78;1; 1- ANTSIRANANA:Ambanja:L'ARCHE DE NOE;NC;3;1000;L'ARCHE DE NOE;FEVRIER 2013;1 000,00;;;;;
79;1;;;;;Moyenne L'ARCHE DE NOE;;;;;;;
80;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;JANVIER 2013;15 000,00;;;;;
81;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;MARS 2013;17 500,00;;;;;
82;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;AVRIL 2013;28 000,00;;;;;
;; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;AOUT 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;SEPTEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;OCTOBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;NOVEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;DECEMBRE 2013;0,00;;;;;
83;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;MAI 2013;32 500,00;;;;;
84;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;JUIN 2013;43 000,00;;;;;
85;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;JUILLET 2013;26 500,00;;;;;
86;1; 1- ANTSIRANANA:Ambanja:LE MERIDIEN;3R;10;1000;LE MERIDIEN;FEVRIER 2013;12 500,00;;;;;
87;1;;;;;Moyenne LE MERIDIEN;;;;;;;
88;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;JANVIER 2013;1 000,00;;;;;
;; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;FEVRIER 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;MARS 2013;0,00;;;;;
89;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;AVRIL 2013;13 000,00;;;;;
90;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;MAI 2013;13 000,00;;;;;
91;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;JUIN 2013;8 500,00;;;;;
92;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;JUILLET 2013;6 500,00;;;;;
93;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;SEPTEMBRE 2013;28 000,00;;;;;
94;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;OCTOBRE 2013;18 500,00;;;;;
95;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;NOVEMBRE 2013;7 500,00;;;;;
96;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;AOUT 2013;15 500,00;;;;;
97;1; 1- ANTSIRANANA:Ambanja:MER ET NATURE;R;7;1000;MER ET NATURE;DECEMBRE 2013;19 000,00;;;;;
98;1;;;;;Moyenne MER ET NATURE;;;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;JANVIER 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;FEVRIER 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;MARS 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;AVRIL 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;MAI 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;Juin 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;JUILLET 2013;0,00;;;;;
