,,Simulation Recettes Vignettes ,,,,,,,,
,,,,,,,,REALISATION 2015,,
,,REGION,cat,Nb chb,Taux VT,NOM DE L'ETABLISSEMENT,Mois,Montant (50%),,
,,1- ANTSIRANANA:Diégo ville:BASILE,R,3,1000,,DECEMBRE 2015,"6,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:BASILE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:BELLE VUE,R,14,1000,,DECEMBRE 2015,"24,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:BELLE VUE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:BIFACO,R,5,1000,,DECEMBRE 2015,"11,000.00",,
,,1- ANTSIRANANA:Diégo ville:BIFACO,R,5,1000,,NOVEMBRE 2015,"5,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:BIFACO,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:CAREVA,R,6,1000,,DECEMBRE 2015,"3,000.00",,
,,1- ANTSIRANANA:Diégo ville:CAREVA,R,6,1000,,NOVEMBRE 2015,"2,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:CAREVA,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:CASE EN FALAFA,R,20,1000,,DECEMBRE 2015,"45,000.00",,
,,1- ANTSIRANANA:Diégo ville:CASE EN FALAFA,R,20,1000,,NOVEMBRE 2015,"45,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:CASE EN FALAFA,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:COIN DES AMIS,R,4,1000,,OCTOBRE 2015,"2,500.00",,
,,1- ANTSIRANANA:Diégo ville:COIN DES AMIS,R,4,1000,,DECEMBRE 2015,"2,200.00",,
,,1- ANTSIRANANA:Diégo ville:COIN DES AMIS,R,4,1000,,NOVEMBRE 2015,"1,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:COIN DES AMIS,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:CONCORDE,3R,24,1000,,DECEMBRE 2015,"14,500.00",,
,,1- ANTSIRANANA:Diégo ville:CONCORDE,3R,24,1000,,NOVEMBRE 2015,"5,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:CONCORDE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:DIEGO AMBASSADOR,2E,13,1500,,DECEMBRE 2015,"26,400.00",,
,,1- ANTSIRANANA:Diégo ville:DIEGO AMBASSADOR,2E,13,1500,,OCTOBRE 2015,"24,000.00",,
,,1- ANTSIRANANA:Diégo ville:DIEGO AMBASSADOR,2E,13,1500,,NOVEMBRE 2015,"22,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:DIEGO AMBASSADOR,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:ESPACE MAHEFA,R,6,1000,,NOVEMBRE 2015,"1,500.00",,
,,1- ANTSIRANANA:Diégo ville:ESPACE MAHEFA,R,6,1000,,DECEMBRE 2015,"1,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:ESPACE MAHEFA,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:ETOILE DU NORD,R,16,1000,,DECEMBRE 2015,"4,500.00",,
,,1- ANTSIRANANA:Diégo ville:ETOILE DU NORD,R,16,1000,,NOVEMBRE 2015,"4,500.00",,
,,1- ANTSIRANANA:Diégo ville:ETOILE DU NORD,R,16,1000,,OCTOBRE 2015,"4,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:ETOILE DU NORD,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HAIMAH,R,23,1000,,DECEMBRE 2015,"26,000.00",,
,,1- ANTSIRANANA:Diégo ville:HAIMAH,R,23,1000,,NOVEMBRE 2015,"16,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HAIMAH,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HEBERG DE LA BAIE DE DIEGO,E,20,1500,,NOVEMBRE 2015,"87,000.00",,
,,1- ANTSIRANANA:Diégo ville:HEBERG DE LA BAIE DE DIEGO,E,20,1500,,DECEMBRE 2015,"69,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HEBERG DE LA BAIE DE DIEGO,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HOTEL AVENIR,R,7,1000,,NOVEMBRE 2015,"11,000.00",,
,,1- ANTSIRANANA:Diégo ville:HOTEL AVENIR,R,7,1000,,DECEMBRE 2015,"6,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HOTEL AVENIR,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HOTEL BELLE VUE,R,14,1000,,NOVEMBRE 2015,"58,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HOTEL BELLE VUE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HOTEL CAP DIEGO,2E,10,1500,,DECEMBRE 2015,"12,000.00",,
,,1- ANTSIRANANA:Diégo ville:HOTEL CAP DIEGO,2E,10,1500,,NOVEMBRE 2015,"11,250.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HOTEL CAP DIEGO,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:HOTEL CENTRAL,2E,16,1500,,DECEMBRE 2015,"4,500.00",,
