Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LE BRETAGNE;;;;;;52,22%;;
5- ANTANANARIVO:Tana ville:HOTEL LE PACIFIQUE;2E;26;1500;NOVEMBRE 2015;11 250,00;1,92%;;
5- ANTANANARIVO:Tana ville:HOTEL LE PACIFIQUE;2E;26;1500;DECEMBRE 2015;9 750,00;1,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LE PACIFIQUE;;;;;;1,79%;;
5- ANTANANARIVO:Tana ville:HOTEL LE PALISSANDRE;4E;46;5000;DECEMBRE 2015;950 000,00;27,54%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LE PALISSANDRE;;;;;;27,54%;;
5- ANTANANARIVO:Tana ville:HOTEL LE RIAD;R;6;1000;SEPTEMBRE ET OCTOBRE 2015;52 500,00;29,17%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LE RIAD;;;;;;29,17%;;
5- ANTANANARIVO:Tana ville:HOTEL LE ZOMA;R;20;1000;OCTOBRE AU DECEMBRE 2015;15 000,00;1,67%;;
5- ANTANANARIVO:Tana ville:HOTEL LE ZOMA;R;20;1000;AVRIL AU JUIN 2015;12 500,00;1,39%;;
5- ANTANANARIVO:Tana ville:HOTEL LE ZOMA;R;20;1000;JUILLET AU SEPTEMBRE 2015;10 000,00;1,11%;;
5- ANTANANARIVO:Tana ville:HOTEL LE ZOMA;R;20;1000;JANVIER AU  MARS 2015;9 500,00;1,06%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LE ZOMA;;;;;;1,31%;;
5- ANTANANARIVO:Tana ville:HOTEL LITTOR;3R;8;1000;DECEMBRE 2015;11 000,00;9,17%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LITTOR;;;;;;9,17%;;
5- ANTANANARIVO:Tana ville:HOTEL MAD DELICES;2E;16;1500;DECEMBRE 2015;15 000,00;4,17%;;
5- ANTANANARIVO:Tana ville:HOTEL MAD DELICES;2E;16;1500;DECEMBRE 2015;5 000,00;1,39%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL MAD DELICES;;;;;;2,78%;;
5- ANTANANARIVO:Tana ville:HOTEL MAD DELICES ANKADIFOTSY;2E;16;1500;DECEMBRE 2015;17 250,00;4,79%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL MAD DELICES ANKADIFOTSY;;;;;;4,79%;;
5- ANTANANARIVO:Tana ville:HOTEL MON REVE;R;9;1000;DECEMBRE 2015;16 500,00;12,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL MON REVE;;;;;;12,22%;;
5- ANTANANARIVO:Tana ville:HOTEL MOONLIGHT;R;13;1000;NOVEMBRE ET DECEMBRE 2015;33 500,00;8,59%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL MOONLIGHT;;;;;;8,59%;;
5- ANTANANARIVO:Tana ville:HOTEL N 1;R;10;1000;DECEMBRE 2015;37 500,00;25,00%;;
5- ANTANANARIVO:Tana ville:HOTEL N 1;R;10;1000;DECEMBRE 2015;6 000,00;4,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL N 1;;;;;;14,50%;;
5- ANTANANARIVO:Tana ville:HOTEL NAKA;R;10;1000;DECEMBRE 2015;36 000,00;24,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NAKA;;;;;;24,00%;;
5- ANTANANARIVO:Tana ville:HOTEL NAKA ANNEX;R;10;1000;DECEMBRE 2015;28 500,00;19,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NAKA ANNEX;;;;;;19,00%;;
5- ANTANANARIVO:Tana ville:HOTEL NAKA ANNEXE ITAOSY;R;10;1000;DECEMBRE 2015;25 000,00;16,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NAKA ANNEXE ITAOSY;;;;;;16,67%;;
5- ANTANANARIVO:Tana ville:HOTEL NEW CENTURY;3R;27;1000;DECEMBRE 2015;48 500,00;11,98%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NEW CENTURY;;;;;;11,98%;;
5- ANTANANARIVO:Tana ville:HOTEL NIAOULY;3R;22;1000;DECEMBRE 2015;191 000,00;57,88%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NIAOULY;;;;;;57,88%;;
5- ANTANANARIVO:Tana ville:HOTEL NISHATE;E;8;1500;DECEMBRE 2015;48 000,00;26,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL NISHATE;;;;;;26,67%;;
5- ANTANANARIVO:Tana ville:HOTEL PANORAMA;4E;71;5000;DECEMBRE 2015;670 000,00;12,58%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL PANORAMA;;;;;;12,58%;;
5- ANTANANARIVO:Tana ville:HOTEL PHOENIX;R;10;1000;DECEMBRE 2015;20 000,00;13,33%;;
5- ANTANANARIVO:Tana ville:HOTEL PHOENIX;R;10;1000;JANVIER 2015;14 000,00;9,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL PHOENIX;;;;;;11,33%;;
5- ANTANANARIVO:Tana ville:HOTEL RAPHIA;R;14;1000;DECEMBRE 2015;17 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RAPHIA;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:HOTEL RAPHIA Isoraka;R;14;1000;DECEMBRE 2015;17 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RAPHIA Isoraka;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT BOURBON;R;8;1000;DECEMBRE 2015;30 000,00;25,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT BOURBON;;;;;;25,00%;;
5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT DELICE SOANIERANA;R;6;1000;DECEMBRE 2015;3 500,00;3,89%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT DELICE SOANIERANA;;;;;;3,89%;;
5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT DES ARTISTES;R;10;1000;DECEMBRE 2015;51 000,00;34,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT DES ARTISTES;;;;;;34,00%;;
5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT TAXI BROUSSE;R;14;1000;DECEMBRE 2015;16 500,00;7,86%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT TAXI BROUSSE;;;;;;7,86%;;
5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT TONTON;R;10;1000;DECEMBRE 2015;20 000,00;13,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL RESTAURANT TONTON;;;;;;13,33%;;
5- ANTANANARIVO:Tana ville:HOTEL SABIRALY;R;18;1000;DECEMBRE 2015;19 000,00;7,04%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SABIRALY;;;;;;7,04%;;
5- ANTANANARIVO:Tana ville:HOTEL SAINT ANTOINE;E;14;1500;DECEMBRE 2015;18 750,00;5,95%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SAINT ANTOINE;;;;;;5,95%;;
5- ANTANANARIVO:Tana ville:HOTEL SAINT PIERRE;E;15;1500;DECEMBRE 2015;192 000,00;56,89%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SAINT PIERRE;;;;;;56,89%;;
5- ANTANANARIVO:Tana ville:HOTEL SECRET DE TANA;E;12;1500;DECEMBRE 2015;165 000,00;61,11%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SECRET DE TANA;;;;;;61,11%;;
5- ANTANANARIVO:Tana ville:HOTEL SHALIMAR;2E;26;1500;DECEMBRE 2015;159 000,00;27,18%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SHALIMAR;;;;;;27,18%;;
5- ANTANANARIVO:Tana ville:HOTEL SHANGAI;2E;21;1500;DECEMBRE 2015;104 250,00;22,06%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SHANGAI;;;;;;22,06%;;
5- ANTANANARIVO:Tana ville:HOTEL SPLENDID;R;9;1000;NOVEMBRE 2015;18 000,00;13,33%;;
5- ANTANANARIVO:Tana ville:HOTEL SPLENDID;R;9;1000;DECEMBRE 2015;17 500,00;12,96%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL SPLENDID;;;;;;13,15%;;
5- ANTANANARIVO:Tana ville:HOTEL TAMBOHO;3E;30;5000;DECEMBRE 2015;1 395 000,00;62,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL TAMBOHO;;;;;;62,00%;;
"5- ANTANANARIVO:Tana ville:HOTEL THREE ""J""";3R;8;1000;NOVEMBRE ET DECEMBRE 2015;12 500,00;5,21%;;
"Moyenne 5- ANTANANARIVO:Tana ville:HOTEL THREE ""J""";;;;;;5,21%;;
5- ANTANANARIVO:Tana ville:HOTEL TIANA;R;28;1000;DECEMBRE 2015;75 500,00;17,98%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL TIANA;;;;;;17,98%;;
5- ANTANANARIVO:Tana ville:HOTEL TSARARIVOTRA;R;10;1000;DECEMBRE 2015;10 000,00;6,67%;;
5- ANTANANARIVO:Tana ville:HOTEL TSARARIVOTRA;R;10;1000;NOVEMBRE 2015;10 000,00;6,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL TSARARIVOTRA;;;;;;6,67%;;
5- ANTANANARIVO:Tana ville:HOTEL TSIMIALONA;R;3;1000;FEVRIER 2015;7 000,00;15,56%;;
5- ANTANANARIVO:Tana ville:HOTEL TSIMIALONA;R;3;1000;DECEMBRE 2015;5 500,00;12,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL TSIMIALONA;;;;;;13,89%;;
5- ANTANANARIVO:Tana ville:HOTEL VAHINY;R;10;1000;DECEMBRE 2015;12 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL VAHINY;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:HOTEL ZINA;2R;19;1000;DECEMBRE 2015;19 500,00;6,84%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL ZINA;;;;;;6,84%;;
5- ANTANANARIVO:Tana ville:I.C HOTEL;2E;14;1500;DECEMBRE 2015;15 000,00;4,76%;;
Moyenne 5- ANTANANARIVO:Tana ville:I.C HOTEL;;;;;;4,76%;;
5- ANTANANARIVO:Tana ville:IARIVO HOTEL;E;15;1500;DECEMBRE 2015;37 500,00;11,11%;;
Moyenne 5- ANTANANARIVO:Tana ville:IARIVO HOTEL;;;;;;11,11%;;
5- ANTANANARIVO:Tana ville:ISLAND'S HOUSE;R;5;1000;DECEMBRE 2015;3 500,00;4,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:ISLAND'S HOUSE;;;;;;4,67%;;
5- ANTANANARIVO:Tana ville:ISORAKA HOTEL;R;7;1000;DECEMBRE 2015;20 500,00;19,52%;;
Moyenne 5- ANTANANARIVO:Tana ville:ISORAKA HOTEL;;;;;;19,52%;;
5- ANTANANARIVO:Tana ville:IVATO HOTEL;E;29;1500;DECEMBRE 2015;42 000,00;6,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:IVATO HOTEL;;;;;;6,44%;;
5- ANTANANARIVO:Tana ville:IVON-TOERANA RAKOTO;NC;15;1000;DECEMBRE 2015;158 000,00;70,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:IVON-TOERANA RAKOTO;;;;;;70,22%;;
5- ANTANANARIVO:Tana ville:JHM AMPASAMPITO;E;10;1500;DECEMBRE 2015;24 000,00;10,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:JHM AMPASAMPITO;;;;;;10,67%;;
5- ANTANANARIVO:Tana ville:KARIBOTEL;2E;24;1500;DECEMBRE 2015;201 000,00;37,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:KARIBOTEL;;;;;;37,22%;;
5- ANTANANARIVO:Tana ville:KIASY;R;10;1000;DECEMBRE 2015;39 000,00;26,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:KIASY;;;;;;26,00%;;
5- ANTANANARIVO:Tana ville:KINTANA FLEURON;NC;6;1000;DECEMBRE 2015;10 000,00;11,11%;;
Moyenne 5- ANTANANARIVO:Tana ville:KINTANA FLEURON;;;;;;11,11%;;
5- ANTANANARIVO:Tana ville:LA CASCADE DU ROVA;R;6;1000;DECEMBRE 2015;16 500,00;18,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA CASCADE DU ROVA;;;;;;18,33%;;
5- ANTANANARIVO:Tana ville:LA MAISON DU PYLA;R;5;1000;DECEMBRE 2015;10 500,00;14,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA MAISON DU PYLA;;;;;;14,00%;;
5- ANTANANARIVO:Tana ville:LA MARINA;3R;12;1000;DECEMBRE 2015;96 000,00;53,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA MARINA;;;;;;53,33%;;
5- ANTANANARIVO:Tana ville:LA MURAILLE DE CHINE;2E;20;1500;DECEMBRE 2015;39 750,00;8,83%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA MURAILLE DE CHINE;;;;;;8,83%;;
5- ANTANANARIVO:Tana ville:LA PAJOD;R;8;1000;DECEMBRE 2015;10 000,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA PAJOD;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:LA RESIDENCE;3E;30;5000;NOVEMBRE 2015;320 000,00;14,22%;;
5- ANTANANARIVO:Tana ville:LA RESIDENCE;3E;30;5000;DECEMBRE 2015;255 000,00;11,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA RESIDENCE;;;;;;12,78%;;
5- ANTANANARIVO:Tana ville:LA RIBAUDIERE;R;17;1000;DECEMBRE 2015;56 000,00;21,96%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA RIBAUDIERE;;;;;;21,96%;;
5- ANTANANARIVO:Tana ville:LA VARANGUE;R;9;1000;DECEMBRE 2015;76 000,00;56,30%;;
Moyenne 5- ANTANANARIVO:Tana ville:LA VARANGUE;;;;;;56,30%;;
5- ANTANANARIVO:Tana ville:LAC HOTEL Behoririka;E;15;1500;DECEMBRE 2015;89 250,00;26,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:LAC HOTEL Behoririka;;;;;;26,44%;;
5- ANTANANARIVO:Tana ville:LAKECITY;3E;11;5000;DECEMBRE 2015;112 500,00;13,64%;;
Moyenne 5- ANTANANARIVO:Tana ville:LAKECITY;;;;;;13,64%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;DECEMBRE 2015;3 000,00;6,67%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;AOUT 2015;2 500,00;5,56%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;JUIN 2015;2 500,00;5,56%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;JUILLET 2015;2 000,00;4,44%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;MAI 2015;2 000,00;4,44%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;NOVEMBRE 2015;2 000,00;4,44%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;SEPTEMBRE 2015;2 000,00;4,44%;;
5- ANTANANARIVO:Tana ville:L'ANDALINDA;R;3;1000;OCTOBRE 2015;1 500,00;3,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:L'ANDALINDA;;;;;;4,86%;;
5- ANTANANARIVO:Tana ville:LANJA HOTEL;3R;5;1000;DECEMBRE 2015;8 500,00;11,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LANJA HOTEL;;;;;;11,33%;;
5- ANTANANARIVO:Tana ville:L'ASTAURIA;2E;18;1500;DECEMBRE 2015;49 500,00;12,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:L'ASTAURIA;;;;;;12,22%;;
5- ANTANANARIVO:Tana ville:L'AVENIR HOTEL;R;22;1000;DECEMBRE 2015;20 000,00;6,06%;;
Moyenne 5- ANTANANARIVO:Tana ville:L'AVENIR HOTEL;;;;;;6,06%;;
5- ANTANANARIVO:Tana ville:LAY AVANA HOTEL;NC;8;1000;DECEMBRE 2015;9 000,00;7,50%;;
Moyenne 5- ANTANANARIVO:Tana ville:LAY AVANA HOTEL;;;;;;7,50%;;
5- ANTANANARIVO:Tana ville:LE 87;R;5;1000;DECEMBRE 2015;15 500,00;20,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE 87;;;;;;20,67%;;
5- ANTANANARIVO:Tana ville:LE CARAT;E;19;1500;DECEMBRE 2015;52 500,00;12,28%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE CARAT;;;;;;12,28%;;
5- ANTANANARIVO:Tana ville:LE CARREFOUR MANAKAMBAHINY;2R;4;1000;DECEMBRE 2015;5 500,00;9,17%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE CARREFOUR MANAKAMBAHINY;;;;;;9,17%;;
5- ANTANANARIVO:Tana ville:LE COSMOS IVATO;R;5;1000;DECEMBRE 2015;8 500,00;11,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE COSMOS IVATO;;;;;;11,33%;;
5- ANTANANARIVO:Tana ville:LE FUSHIA;R;6;1000;OCTOBRE 2015;38 500,00;42,78%;;
5- ANTANANARIVO:Tana ville:LE FUSHIA;R;6;1000;DECEMBRE 2015;28 000,00;31,11%;;
5- ANTANANARIVO:Tana ville:LE FUSHIA;R;6;1000;NOVEMBRE 2015;18 000,00;20,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE FUSHIA;;;;;;31,30%;;
5- ANTANANARIVO:Tana ville:LE GALAXI;R;4;1000;OCTOBRE 2015;4 000,00;6,67%;;
5- ANTANANARIVO:Tana ville:LE GALAXI;R;4;1000;DECEMBRE 2015;1 000,00;1,67%;;
5- ANTANANARIVO:Tana ville:LE GALAXI;R;4;1000;SEPTEMBRE 2015;1 000,00;1,67%;;
5- ANTANANARIVO:Tana ville:LE GALAXI;R;4;1000;NOVEMBRE 2015;500;0,83%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE GALAXI;;;;;;2,71%;;
5- ANTANANARIVO:Tana ville:LE GN HOTEL;2R;12;1000;DECEMBRE 2015;55 000,00;30,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE GN HOTEL;;;;;;30,56%;;
5- ANTANANARIVO:Tana ville:LE GOLDEN;R;10;1000;NOVEMBRE ET DECEMBRE 2015;9 000,00;3,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE GOLDEN;;;;;;3,00%;;
5- ANTANANARIVO:Tana ville:LE GRAND MELLIS;3E;53;5000;DECEMBRE 2015;217 500,00;5,47%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE GRAND MELLIS;;;;;;5,47%;;
5- ANTANANARIVO:Tana ville:LE GRENAT;NC;4;1000;DECEMBRE 2015;5 500,00;9,17%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE GRENAT;;;;;;9,17%;;
5- ANTANANARIVO:Tana ville:LE HINTSY;2E;21;1500;DECEMBRE 2015;369 000,00;78,10%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE HINTSY;;;;;;78,10%;;
5- ANTANANARIVO:Tana ville:LE JASMIN;NC;5;1000;JUIN AU DECEMBRE 2015;12 000,00;2,29%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE JASMIN;;;;;;2,29%;;
5- ANTANANARIVO:Tana ville:LE KARTHALA;NC;7;1000;DECEMBRE 2015;12 500,00;11,90%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE KARTHALA;;;;;;11,90%;;
5- ANTANANARIVO:Tana ville:LE LOTUS BLUE;3R;9;1000;DECEMBRE 2015;56 500,00;41,85%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE LOTUS BLUE;;;;;;41,85%;;
5- ANTANANARIVO:Tana ville:LE MANOIR;R;6;1000;DECEMBRE 2015;19 500,00;21,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE MANOIR;;;;;;21,67%;;
5- ANTANANARIVO:Tana ville:LE MANOIR ROUGE;R;16;1000;OCTOBRE 2015;21 000,00;8,75%;;
5- ANTANANARIVO:Tana ville:LE MANOIR ROUGE;R;16;1000;NOVEMBRE 2015;19 000,00;7,92%;;
5- ANTANANARIVO:Tana ville:LE MANOIR ROUGE;R;16;1000;DECEMBRE 2015;16 500,00;6,88%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE MANOIR ROUGE;;;;;;7,85%;;
5- ANTANANARIVO:Tana ville:LE MEDICIS HOTEL;2E;19;1500;OCTOBRE AU DECEMBRE 2015;33 750,00;2,63%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE MEDICIS HOTEL;;;;;;2,63%;;
5- ANTANANARIVO:Tana ville:LE MONNSTONE;R;6;1000;DECEMBRE 2015;9 000,00;10,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE MONNSTONE;;;;;;10,00%;;
5- ANTANANARIVO:Tana ville:LE PARADISIER;R;16;1000;DECEMBRE 2015;27 500,00;11,46%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE PARADISIER;;;;;;11,46%;;
5- ANTANANARIVO:Tana ville:LE PAVE;NC;45;1000;JANVIER AU DECEMBRE 2015;1 041 300,00;12,86%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE PAVE;;;;;;12,86%;;
5- ANTANANARIVO:Tana ville:LE POUSSE -POUSSE RAPHIA;R;7;1000;DECEMBRE 2015;21 000,00;20,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE POUSSE -POUSSE RAPHIA;;;;;;20,00%;;
5- ANTANANARIVO:Tana ville:LE REFUGE;3R;26;1000;DECEMBRE 2015;52 000,00;13,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE REFUGE;;;;;;13,33%;;
5- ANTANANARIVO:Tana ville:LE RELAIS DES PISTARDS;3R;7;1000;DECEMBRE 2015;25 000,00;23,81%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE RELAIS DES PISTARDS;;;;;;23,81%;;
5- ANTANANARIVO:Tana ville:LE RELAIS NORMAND;E;26;1500;DECEMBRE 2015;21 000,00;3,59%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE RELAIS NORMAND;;;;;;3,59%;;
5- ANTANANARIVO:Tana ville:LE RENCARD;R;3;1000;DECEMBRE 2015;4 500,00;10,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE RENCARD;;;;;;10,00%;;
5- ANTANANARIVO:Tana ville:LE SAFRAN HOTEL;3R;8;1000;DECEMBRE 2015;24 000,00;20,00%;;
5- ANTANANARIVO:Tana ville:LE SAFRAN HOTEL;3R;8;1000;NOVEMBRE 2015;22 500,00;18,75%;;
5- ANTANANARIVO:Tana ville:LE SAFRAN HOTEL;3R;8;1000;OCTOBRE 2015;19 500,00;16,25%;;
5- ANTANANARIVO:Tana ville:LE SAFRAN HOTEL;3R;8;1000;AOUT 2015;18 500,00;15,42%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE SAFRAN HOTEL;;;;;;17,60%;;
5- ANTANANARIVO:Tana ville:LE SAMARITAIN;R;10;1000;DECEMBRE 2015;12 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE SAMARITAIN;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:LE SENTEUR DE LILAS;R;7;1000;DECEMBRE 2015;18 500,00;17,62%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE SENTEUR DE LILAS;;;;;;17,62%;;
5- ANTANANARIVO:Tana ville:LE SUC DE LA RUCHE;2E;34;1500;DECEMBRE 2015;61 500,00;8,04%;;
Moyenne 5- ANTANANARIVO:Tana ville:LE SUC DE LA RUCHE;;;;;;8,04%;;
5- ANTANANARIVO:Tana ville:LES 3 METIS;2E;25;1500;DECEMBRE 2015;60 750,00;10,80%;;
Moyenne 5- ANTANANARIVO:Tana ville:LES 3 METIS;;;;;;10,80%;;
5- ANTANANARIVO:Tana ville:LES BUNGALOWS DE TANETISOA;R;12;1000;DECEMBRE 2015;12 500,00;6,94%;;
Moyenne 5- ANTANANARIVO:Tana ville:LES BUNGALOWS DE TANETISOA;;;;;;6,94%;;
5- ANTANANARIVO:Tana ville:LES FIGUIERS;E;7;1500;DECEMBRE 2015;20 250,00;12,86%;;
Moyenne 5- ANTANANARIVO:Tana ville:LES FIGUIERS;;;;;;12,86%;;
5- ANTANANARIVO:Tana ville:LES FLOTS BLEU;2E;20;1500;DECEMBRE 2015;80 250,00;17,83%;;
Moyenne 5- ANTANANARIVO:Tana ville:LES FLOTS BLEU;;;;;;17,83%;;
5- ANTANANARIVO:Tana ville:LES HARMONIQUES;R;6;1000;DECEMBRE 2015;10 000,00;11,11%;;
Moyenne 5- ANTANANARIVO:Tana ville:LES HARMONIQUES;;;;;;11,11%;;
5- ANTANANARIVO:Tana ville:LIVE HOTEL;NC;14;1000;OCTOBRE 2015;27 000,00;12,86%;;
5- ANTANANARIVO:Tana ville:LIVE HOTEL;NC;14;1000;NOVEMBRE 2015;12 000,00;5,71%;;
5- ANTANANARIVO:Tana ville:LIVE HOTEL;NC;14;1000;DECEMBRE 2015;8 000,00;3,81%;;
5- ANTANANARIVO:Tana ville:LIVE HOTEL;NC;14;1000;JUIN 2015;8 000,00;3,81%;;
Moyenne 5- ANTANANARIVO:Tana ville:LIVE HOTEL;;;;;;6,55%;;
5- ANTANANARIVO:Tana ville:LOKANGA BOUTIQUE HOTEL;R;6;1000;DECEMBRE 2015;8 000,00;8,89%;;
Moyenne 5- ANTANANARIVO:Tana ville:LOKANGA BOUTIQUE HOTEL;;;;;;8,89%;;
5- ANTANANARIVO:Tana ville:LYCHNIS;2R;14;1000;DECEMBRE 2015;27 000,00;12,86%;;
Moyenne 5- ANTANANARIVO:Tana ville:LYCHNIS;;;;;;12,86%;;
5- ANTANANARIVO:Tana ville:LYCHNIS ANNEXE 3;3R;27;1000;DECEMBRE 2015;60 000,00;14,81%;;
Moyenne 5- ANTANANARIVO:Tana ville:LYCHNIS ANNEXE 3;;;;;;14,81%;;
5- ANTANANARIVO:Tana ville:M HOTEL;R;25;1000;DECEMBRE 2015;162 500,00;43,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:M HOTEL;;;;;;43,33%;;
5- ANTANANARIVO:Tana ville:M R LOCATION;R;4;1000;DECEMBRE 2015;7 500,00;12,50%;;
Moyenne 5- ANTANANARIVO:Tana ville:M R LOCATION;;;;;;12,50%;;
5- ANTANANARIVO:Tana ville:MADA HOTEL 67 HA NORD EST;3R;59;1000;DECEMBRE 2015;526 000,00;59,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:MADA HOTEL 67 HA NORD EST;;;;;;59,44%;;
5- ANTANANARIVO:Tana ville:MADA HOTEL 67 HA NORD EST ANNEXE;R;59;1000;DECEMBRE 2015;89 000,00;10,06%;;
Moyenne 5- ANTANANARIVO:Tana ville:MADA HOTEL 67 HA NORD EST ANNEXE;;;;;;10,06%;;
5- ANTANANARIVO:Tana ville:MADA HOTEL ANDAVAMAMBA;3R;40;1000;DECEMBRE 2015;224 500,00;37,42%;;
Moyenne 5- ANTANANARIVO:Tana ville:MADA HOTEL ANDAVAMAMBA;;;;;;37,42%;;
5- ANTANANARIVO:Tana ville:MADAGASCAR UNDERGROUND;R;5;1000;DECEMBRE 2015;6 300,00;8,40%;;
